FULLADDRESS,NOTIFICATION,STATUS,AddressType,CompleteStreetAddress,Add_Number,AddNum_Suf,St_PreDir,AbbreviatedPreDirectional,StreetNamePreModifier,StreetNamePreType,StreetNameSeparator,St_Name,St_PosTyp,AbbreviatedPostType,SubaddressType,SubaddressIdentifier,Floor,Building,Post_Code,NOTES,GlobalID,created_user,created_date,last_edited_user,last_edited_date,CompleteAddressNumber,CompleteStreetName,CompleteSubaddress,PlaceStateZip,Post_Comm,StateName,Inc_Muni,Uninc_Comm,x,y,longitude,latitude
110 HAINES LN,,Other,,110 HAINES LANE ,110,,,,,,,HAINES,LANE,LN,,,,,97532,,{109E7537-EF39-4165-B705-1D72C4586263},,,GPGIS,6/27/2023 17:38:41,110,HAINES LANE,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738929.788899999111891,5238889.244499996304512,-123.418906170000000,42.517982109999998
303 PLEASANT VALLEY RD,,Other,,303 PLEASANT VALLEY ROAD ,303,,,,,,,PLEASANT VALLEY,ROAD,RD,,,,,97532,,{518D9707-81A9-4FED-83C2-D5934EEBC520},,,GPGIS,6/27/2023 17:38:41,303,PLEASANT VALLEY ROAD,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738997.821000000461936,5238869.794399999082088,-123.419517310000003,42.517853330000001
131 PLEASANT VALLEY RD,,Other,,131 PLEASANT VALLEY ROAD ,131,,,,,,,PLEASANT VALLEY,ROAD,RD,,,,,97532,,{5D5F6A00-29AD-416A-B060-42527318CA8D},,,GPGIS,6/27/2023 17:38:41,131,PLEASANT VALLEY ROAD,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738817.128399999812245,5238813.094899997115135,-123.417894120000000,42.517477909999997
555 PLEASANT VALLEY RD,,Other,,555 PLEASANT VALLEY ROAD ,555,,,,,,,PLEASANT VALLEY,ROAD,RD,,,,,97532,,{76A23861-CEF0-4A13-BFC6-421AE386CDC5},,,GPGIS,6/27/2023 17:38:41,555,PLEASANT VALLEY ROAD,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738727.139699999243021,5239307.341899998486042,-123.417085740000005,42.520750350000000
535 PLEASANT VALLEY RD,,Other,,535 PLEASANT VALLEY ROAD ,535,,,,,,,PLEASANT VALLEY,ROAD,RD,,,,,97532,,{7638406A-BD83-4B3B-9915-A7256AF969D3},,,GPGIS,6/27/2023 17:38:41,535,PLEASANT VALLEY ROAD,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738700.019299998879433,5239175.363799996674061,-123.416842110000005,42.519876529999998
483 PLEASANT VALLEY RD,,Other,,483 PLEASANT VALLEY ROAD ,483,,,,,,,PLEASANT VALLEY,ROAD,RD,,,,,97532,,{604F249E-7C3E-42AF-A66D-EE9F60B86A09},,,GPGIS,6/27/2023 17:38:41,483,PLEASANT VALLEY ROAD,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738798.688400000333786,5239165.085299998521805,-123.417728470000000,42.519808470000001
484 PLEASANT VALLEY RD,,Other,,484 PLEASANT VALLEY ROAD ,484,,,,,,,PLEASANT VALLEY,ROAD,RD,,,,,97532,,{AD549097-6BB9-4603-A388-5C9C5C9F6439},,,GPGIS,6/27/2023 17:38:41,484,PLEASANT VALLEY ROAD,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738938.352900000289083,5239185.625600002706051,-123.418983100000005,42.519944469999999
875 PLEASANT VALLEY RD,,Other,,875 PLEASANT VALLEY ROAD ,875,,,,,,,PLEASANT VALLEY,ROAD,RD,,,,,97532,,{9CA4A7C4-42AC-4055-ABCA-D6267F7F3A33},,,GPGIS,6/27/2023 17:38:41,875,PLEASANT VALLEY ROAD,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738491.758000001311302,5239772.947899997234344,-123.414971269999995,42.523832990000002
273 MABLEANN LN,,Other,,273 MABLEANN LANE ,273,,,,,,,MABLEANN,LANE,LN,,,,,97532,,{21F26959-3BE8-4D0A-8FB6-1E2E455B8BED},,,GPGIS,6/27/2023 17:38:41,273,MABLEANN LANE,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738130.755499999970198,5239885.675599999725819,-123.411728330000003,42.524579299999999
749 PLEASANT VALLEY RD,,Other,,749 PLEASANT VALLEY ROAD ,749,,,,,,,PLEASANT VALLEY,ROAD,RD,,,,,97532,,{41A0B220-466C-4DD8-9463-339B29D280F9},,,GPGIS,6/27/2023 17:38:41,749,PLEASANT VALLEY ROAD,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738259.629200000315905,5239759.831299997866154,-123.412886020000002,42.523746150000001
219 MABLEANN LN,,Other,,219 MABLEANN LANE ,219,,,,,,,MABLEANN,LANE,LN,,,,,97532,,{E04017CB-F9E3-4FD1-AE71-366DE26046CA},,,GPGIS,6/27/2023 17:38:41,219,MABLEANN LANE,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738313.100099999457598,5239851.151500001549721,-123.413366359999998,42.524350740000003
753 PLEASANT VALLEY RD,,Other,,753 PLEASANT VALLEY ROAD ,753,,,,,,,PLEASANT VALLEY,ROAD,RD,,,,,97532,,{99529C57-2F3B-4BDC-961F-DA70F4622395},,,GPGIS,6/27/2023 17:38:41,753,PLEASANT VALLEY ROAD,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13737809.286000000312924,5239537.452600002288818,-123.408840519999998,42.522273859999999
181 ORT LN,,Other,,181 ORT LANE ,181,,,,,,,ORT,LANE,LN,,,,,97532,,{6BBA3B48-9D96-4989-AF77-D41FA7ABFBC3},,,GPGIS,6/27/2023 17:38:41,181,ORT LANE,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738419.063200000673532,5237867.736400000751019,-123.414318240000000,42.511218169999999
159 ORT LN,,Other,,159 ORT LANE ,159,,,,,,,ORT,LANE,LN,,,,,97532,,{FC1D5235-77DB-4A4F-AE26-18CC3C5AD743},,,GPGIS,6/27/2023 17:38:41,159,ORT LANE,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738544.934299999848008,5237930.064499996602535,-123.415448960000006,42.511630900000000
1080 ORT LN,,Other,,1080 ORT LANE ,1080,,,,,,,ORT,LANE,LN,,,,,97532,,{2237FEAC-FF6E-462D-814F-C496FA23162C},,,GPGIS,6/27/2023 17:38:41,1080,ORT LANE,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13737912.944400001317263,5237662.844999998807907,-123.409771699999993,42.509861389999998
295 MABLEANN LN,,Other,,295 MABLEANN LANE ,295,,,,,,,MABLEANN,LANE,LN,,,,,97532,,{2E008632-2EAF-4742-A0E4-A1D4B1092CE3},,,GPGIS,6/27/2023 17:38:41,295,MABLEANN LANE,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738130.230999998748302,5239985.859300002455711,-123.411723620000004,42.525242560000002
276 MABLEANN LN,,Other,,276 MABLEANN LANE ,276,,,,,,,MABLEANN,LANE,LN,,,,,97532,,{147501CB-FB5B-43EC-A489-0FCD419C50F3},,,GPGIS,6/27/2023 17:38:41,276,MABLEANN LANE,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738221.861600000411272,5240002.532300002872944,-123.412546750000004,42.525352949999998
204 MABLEANN LN,,Other,,204 MABLEANN LANE ,204,,,,,,,MABLEANN,LANE,LN,,,,,97532,,{8791D75C-82E3-45E5-A734-A4010D9C0D9C},,,GPGIS,6/27/2023 17:38:41,204,MABLEANN LANE,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738309.863900000229478,5239944.610500000417233,-123.413337290000001,42.524969480000003
172 MABLEANN LN,,Other,,172 MABLEANN LANE ,172,,,,,,,MABLEANN,LANE,LN,,,,,97532,,{F57D0CB6-FF71-43D3-9604-E5FE991B5529},,,GPGIS,6/27/2023 17:38:41,172,MABLEANN LANE,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738403.204900000244379,5239935.636100001633167,-123.414175779999994,42.524910069999997
1106 ORT LN,,Other,,1106 ORT LANE ,1106,,,,,,,ORT,LANE,LN,,,,,97532,,{EBCA6B07-0ECA-425C-AB39-BAB3F0148C4C},,,GPGIS,6/27/2023 17:38:41,1106,ORT LANE,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13737825.896400000900030,5237562.089800000190735,-123.408989730000002,42.509194180000001
1510 ORT LN,,Other,,1510 ORT LANE ,1510,,,,,,,ORT,LANE,LN,,,,,97532,,{60997CC6-139A-42B1-9638-B71A318E821C},,,GPGIS,6/27/2023 17:38:41,1510,ORT LANE,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13736947.954800000414252,5237115.348499998450279,-123.401103050000003,42.506235740000001
1300 ORT LN,,Other,,1300 ORT LANE ,1300,,,,,,,ORT,LANE,LN,,,,,97532,,{064D7A0D-7CE8-4B0F-B942-B43603B01E8D},,,GPGIS,6/27/2023 17:38:41,1300,ORT LANE,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13737145.623199999332428,5237240.366700001060963,-123.402878729999998,42.507063660000000
1557 PLEASANT VALLEY RD,,Other,,1557 PLEASANT VALLEY ROAD ,1557,,,,,,,PLEASANT VALLEY,ROAD,RD,,,,,97532,,{E1FFDACB-3CCE-4C22-BDFD-BC56096DB51B},,,GPGIS,6/27/2023 17:38:41,1557,PLEASANT VALLEY ROAD,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13737612.194199999794364,5241085.129000000655651,-123.407070009999998,42.532519749999999
992 ORT LN,,Other,,992 ORT LANE ,992,,,,,,,ORT,LANE,LN,,,,,97532,,{18E59001-2012-4634-8F21-E9E369BFA0F9},,,GPGIS,6/27/2023 17:38:41,992,ORT LANE,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13737913.137099999934435,5237662.841099999845028,-123.409773430000001,42.509861360000002
1401 PLEASANT VALLEY RD,,Other,,1401 PLEASANT VALLEY ROAD ,1401,,,,,,,PLEASANT VALLEY,ROAD,RD,,,,,97532,,{FC50A967-8172-4E05-8882-428EBD2099A9},,,GPGIS,6/27/2023 17:38:41,1401,PLEASANT VALLEY ROAD,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13737840.499499998986721,5240876.307199999690056,-123.409120909999999,42.531137409999999
1525 PLEASANT VALLEY RD,,Other,,1525 PLEASANT VALLEY ROAD ,1525,,,,,,,PLEASANT VALLEY,ROAD,RD,,,,,97532,,{CDFC5BCE-A95C-4E4C-979F-940F8216B237},,,GPGIS,6/27/2023 17:38:41,1525,PLEASANT VALLEY ROAD,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13737671.000500001013279,5241046.944300003349781,-123.407598280000002,42.532266980000003
1513 PLEASANT VALLEY RD,,Other,,1513 PLEASANT VALLEY ROAD ,1513,,,,,,,PLEASANT VALLEY,ROAD,RD,,,,,97532,,{8F357C70-096A-4DA9-AC98-9A2A2263CA35},,,GPGIS,6/27/2023 17:38:41,1513,PLEASANT VALLEY ROAD,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13737739.125599998980761,5240956.021200001239777,-123.408210260000004,42.531665089999997
1011 ORT LN,,Other,,1011 ORT LANE ,1011,,,,,,,ORT,LANE,LN,,,,,97532,,{7DF429B8-B217-49E6-B4FB-690410F77A48},,,GPGIS,6/27/2023 17:38:41,1011,ORT LANE,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738354.444000000134110,5236796.249799996614456,-123.413737760000004,42.504122500000001
955 MERLIN SANITARIUM RD #1,,Other,,955 MERLIN SANITARIUM ROAD #1,955,,,,,,,MERLIN SANITARIUM,ROAD,RD,,1,,,97532,,{723BC6AD-4B02-49F5-8DDB-23FDF95D281D},,,GPGIS,6/27/2023 17:38:41,955,MERLIN SANITARIUM ROAD,#1,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738900.609500000253320,5236525.088699996471405,-123.418644049999997,42.502326670000002
955 MERLIN SANITARIUM RD #2,,Other,,955 MERLIN SANITARIUM ROAD #2,955,,,,,,,MERLIN SANITARIUM,ROAD,RD,,2,,,97532,,{C1BF891E-357B-4AD2-9C56-7CA7606143CD},,,GPGIS,6/27/2023 17:38:41,955,MERLIN SANITARIUM ROAD,#2,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738900.609500000253320,5236525.088699996471405,-123.418644049999997,42.502326670000002
955 MERLIN SANITARIUM RD #4,,Other,,955 MERLIN SANITARIUM ROAD #4,955,,,,,,,MERLIN SANITARIUM,ROAD,RD,,4,,,97532,,{4AD1D5D3-E8CB-4748-9CD8-3B9530101CF6},,,GPGIS,6/27/2023 17:38:41,955,MERLIN SANITARIUM ROAD,#4,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738900.609500000253320,5236525.088699996471405,-123.418644049999997,42.502326670000002
955 MERLIN SANITARIUM RD #3,,Other,,955 MERLIN SANITARIUM ROAD #3,955,,,,,,,MERLIN SANITARIUM,ROAD,RD,,3,,,97532,,{467506D8-FA8B-48C0-8248-6507C4DE9B1E},,,GPGIS,6/27/2023 17:38:41,955,MERLIN SANITARIUM ROAD,#3,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738900.609500000253320,5236525.088699996471405,-123.418644049999997,42.502326670000002
100 ACORN ST,,Other,,100 ACORN STREET ,100,,,,,,,ACORN,STREET,ST,,,,,97532,,{2B2DCCB6-E0E2-4ADB-A66F-F1001AB2B5D3},,,GPGIS,6/27/2023 17:38:41,100,ACORN STREET,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738921.543899999931455,5238234.940200001001358,-123.418832100000003,42.513649700000002
1651 PLEASANT VALLEY RD,,Other,,1651 PLEASANT VALLEY ROAD ,1651,,,,,,,PLEASANT VALLEY,ROAD,RD,,,,,97532,,{C86FF338-C748-45CE-A4A2-0DBFD8654AD2},,,GPGIS,6/27/2023 17:38:41,1651,PLEASANT VALLEY ROAD,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13736953.833799999207258,5240678.770999997854233,-123.401155860000003,42.529829749999998
301 PLEASANT VALLEY RD,,Other,,301 PLEASANT VALLEY ROAD ,301,,,,,,,PLEASANT VALLEY,ROAD,RD,,,,,97532,,{A8C1055A-9E75-4347-A0C3-234F87DFCA77},,,GPGIS,6/27/2023 17:38:41,301,PLEASANT VALLEY ROAD,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738783.572000000625849,5238944.184100002050400,-123.417592679999998,42.518345879999998
165 SUNBEAM CIR,,Other,,165 SUNBEAM CIRCLE ,165,,,,,,,SUNBEAM,CIRCLE,CIR,,,,,97532,,{D385B660-6D42-4FA3-B8F0-27B06473F8F6},,,GPGIS,6/27/2023 17:38:41,165,SUNBEAM CIRCLE,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738764.799499999731779,5239686.585799999535084,-123.417424040000000,42.523261220000002
187 SUNBEAM CIR,,Other,,187 SUNBEAM CIRCLE ,187,,,,,,,SUNBEAM,CIRCLE,CIR,,,,,97532,,{9510820A-B144-4DAB-A6F2-BF27A9FDD188},,,GPGIS,6/27/2023 17:38:41,187,SUNBEAM CIRCLE,,"MERLIN, OR 97532",MERLIN,OR,,MERLIN,-13738811.346099998801947,5239647.656900003552437,-123.417842179999994,42.523003490000001
2240 JUDY LN,,Other,,2240 JUDY LANE ,2240,,,,,,,JUDY,LANE,LN,,,,,97526,,{55FD5EAC-D00D-453C-9EF8-DAC7AD7E8584},,,GPGIS,7/1/2024 18:54:44,2240,JUDY LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731907.819199999794364,5226619.058100000023842,-123.355826739999998,42.436686309999999
2241 JUDY LN,,Other,,2241 JUDY LANE ,2241,,,,,,,JUDY,LANE,LN,,,,,97526,,{2B619862-D610-445D-81BC-C0A9BA593015},,,GPGIS,7/1/2024 18:54:44,2241,JUDY LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731908.065000001341105,5226566.694700002670288,-123.355828950000003,42.436339160000003
617 LARCH RD,,Other,,617 LARCH ROAD ,617,,,,,,,LARCH,ROAD,RD,,,,,97526,,{0983992A-AF43-4BCC-AAF4-D41F1816876E},,,GPGIS,7/1/2024 18:54:44,617,LARCH ROAD,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731897.411100000143051,5226536.024300001561642,-123.355733240000006,42.436135819999997
623 LARCH RD,,Other,,623 LARCH ROAD ,623,,,,,,,LARCH,ROAD,RD,,,,,97526,,{C28CEEF5-BA00-437D-AC1A-297F0FF4151E},,,GPGIS,7/1/2024 18:54:44,623,LARCH ROAD,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731900.969999998807907,5226506.363399997353554,-123.355765210000001,42.435939169999997
629 LARCH RD,,Other,,629 LARCH ROAD ,629,,,,,,,LARCH,ROAD,RD,,,,,97526,,{0AE0B306-28B1-4595-BC6D-F5461386E94F},,,GPGIS,7/1/2024 18:54:44,629,LARCH ROAD,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731897.692699998617172,5226494.191500000655651,-123.355735769999995,42.435858469999999
2219 JUDY LN,,Other,,2219 JUDY LANE ,2219,,,,,,,JUDY,LANE,LN,,,,,97526,,{31559A7A-3805-41A1-AB35-BD2229308642},,,GPGIS,7/1/2024 18:54:44,2219,JUDY LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731844.412499999627471,5226570.695200003683567,-123.355257150000000,42.436365680000002
2225 JUDY LN,,Other,,2225 JUDY LANE ,2225,,,,,,,JUDY,LANE,LN,,,,,97526,,{5C56B218-BC14-4C5A-B4C5-79C8CCB061D0},,,GPGIS,7/1/2024 18:54:44,2225,JUDY LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731859.373999999836087,5226570.300200000405312,-123.355391549999993,42.436363059999998
2231 JUDY LN,,Other,,2231 JUDY LANE ,2231,,,,,,,JUDY,LANE,LN,,,,,97526,,{20F082E6-48ED-4B5D-ACF3-D065D55D39D5},,,GPGIS,7/1/2024 18:54:44,2231,JUDY LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731885.151300000026822,5226566.671199999749660,-123.355623109999996,42.436338999999997
2232 JUDY LN,,Other,,2232 JUDY LANE ,2232,,,,,,,JUDY,LANE,LN,,,,,97526,,{28535A33-277A-41C0-8406-472B4271111D},,,GPGIS,7/1/2024 18:54:44,2232,JUDY LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731877.119300000369549,5226622.623300001025200,-123.355550960000002,42.436709950000001
2226 JUDY LN,,Other,,2226 JUDY LANE ,2226,,,,,,,JUDY,LANE,LN,,,,,97526,,{7E9552D1-EF1C-4C23-A0FA-8959B34BFA4D},,,GPGIS,7/1/2024 18:54:44,2226,JUDY LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731868.011800000444055,5226623.530599996447563,-123.355469150000005,42.436715970000002
2220 JUDY LN,,Other,,2220 JUDY LANE ,2220,,,,,,,JUDY,LANE,LN,,,,,97526,,{CAC1C500-05B6-49F4-89E0-6E2E7996162B},,,GPGIS,7/1/2024 18:54:44,2220,JUDY LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731836.049499999731779,5226623.717399999499321,-123.355182020000001,42.436717199999997
2214 JUDY LN,,Other,,2214 JUDY LANE ,2214,,,,,,,JUDY,LANE,LN,,,,,97526,,{C78E0313-8427-4DBB-A8D1-CCA00230F136},,,GPGIS,7/1/2024 18:54:44,2214,JUDY LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731823.503499999642372,5226624.216099999845028,-123.355069319999998,42.436720510000001
2208 JUDY LN,,Other,,2208 JUDY LANE ,2208,,,,,,,JUDY,LANE,LN,,,,,97526,,{4EF75E7C-9098-4664-9D21-6F8BF912FF9D},,,GPGIS,7/1/2024 18:54:44,2208,JUDY LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731799.744899999350309,5226623.649300001561642,-123.354855889999996,42.436716750000002
2176 JUDY LN,,Other,,2176 JUDY LANE ,2176,,,,,,,JUDY,LANE,LN,,,,,97526,,{7F3211A9-2B16-49A9-AA21-F84CC5119978},,,GPGIS,7/1/2024 18:54:44,2176,JUDY LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731782.682700000703335,5226618.414800003170967,-123.354702619999998,42.436682050000002
2192 CHAMBERS LN,,Other,,2192 CHAMBERS LANE ,2192,,,,,,,CHAMBERS,LANE,LN,,,,,97526,,{8019A740-463D-461C-B48B-7CEF4A1EE12A},,,GPGIS,7/1/2024 18:54:44,2192,CHAMBERS LANE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13731849.339700000360608,5226515.884300000965595,-123.355301409999996,42.436002289999998
541 TOWNE ST,,Other,,541 TOWNE STREET ,541,,,,,,,TOWNE,STREET,ST,,,,,97527,,{122C4B65-8A93-40C3-8434-86E6B2C62707},,,GPGIS,7/1/2024 18:54:44,541,TOWNE STREET,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729867.695500001311302,5223288.973700001835823,-123.337500000000006,42.414604709999999
2012 MARLEN DR,,Other,,2012 MARLEN DRIVE ,2012,,,,,,,MARLEN,DRIVE,DR,,,,,97527,,{1E981D9D-6968-47E5-AD28-20638DA99CDF},,,GPGIS,7/1/2024 18:54:44,2012,MARLEN DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729647.050599999725819,5223310.009900003671646,-123.335517909999993,42.414744220000003
2013 MARLEN DR,,Other,,2013 MARLEN DRIVE ,2013,,,,,,,MARLEN,DRIVE,DR,,,,,97527,,{14B94B81-F1A1-41C5-9AD7-FD24B6DDD764},,,GPGIS,7/1/2024 18:54:44,2013,MARLEN DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729607.502100000157952,5223294.645199999213219,-123.335162639999993,42.414642319999999
703 NW AMELIA DR,,Other,,703 NORTHWEST AMELIA DRIVE ,703,,NORTHWEST,NW,,,,AMELIA,DRIVE,DR,,,,,97526,,{507A6D07-7721-4984-B004-1CDCF6312E34},,,GPGIS,7/1/2024 18:54:44,703,NORTHWEST AMELIA DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729099.470499999821186,5229475.046199999749660,-123.330598920000000,42.455618020000003
1511 NW PROSPECT AVE,,Other,,1511 NORTHWEST PROSPECT AVENUE ,1511,,NORTHWEST,NW,,,,PROSPECT,AVENUE,AVE,,,,,97526,,{CDAF39AF-99C5-4F26-AE0F-4754A5E587C5},,,GPGIS,7/1/2024 18:54:44,1511,NORTHWEST PROSPECT AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729043.730700001120567,5229462.378899998962879,-123.330098199999995,42.455534059999998
704 NW MIDLAND AVE,,Other,,704 NORTHWEST MIDLAND AVENUE ,704,,NORTHWEST,NW,,,,MIDLAND,AVENUE,AVE,,,,,97526,,{9AEA9D32-9963-42FC-849D-8CA9325EDABF},,,GPGIS,7/1/2024 18:54:44,704,NORTHWEST MIDLAND AVENUE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729090.822000000625849,5229409.450599998235703,-123.330521219999994,42.455183259999998
738 NW AMELIA DR,,Other,,738 NORTHWEST AMELIA DRIVE ,738,,NORTHWEST,NW,,,,AMELIA,DRIVE,DR,,,,,97526,,{6D92E190-A9A1-4880-AFD8-B7FCC93115D9},,,GPGIS,7/1/2024 18:54:44,738,NORTHWEST AMELIA DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729277.916000001132488,5229521.794200003147125,-123.332201920000003,42.455927850000002
730 NW AMELIA DR,,Other,,730 NORTHWEST AMELIA DRIVE ,730,,NORTHWEST,NW,,,,AMELIA,DRIVE,DR,,,,,97526,,{9DFC0A4A-BA6F-4896-A0DD-24BAC13C2467},,,GPGIS,7/1/2024 18:54:44,730,NORTHWEST AMELIA DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729236.841400001198053,5229521.953699998557568,-123.331832939999998,42.455928909999997
722 NW AMELIA DR,,Other,,722 NORTHWEST AMELIA DRIVE ,722,,NORTHWEST,NW,,,,AMELIA,DRIVE,DR,,,,,97526,,{BA7EAAB0-21FE-45B4-A0E7-56674563D635},,,GPGIS,7/1/2024 18:54:44,722,NORTHWEST AMELIA DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729195.811599999666214,5229518.271099999547005,-123.331464359999998,42.455904500000003
716 NW AMELIA DR,https://www.grantspassoregon.gov/DocumentCenter/View/29199/716_NW_AMELIA_DR_FINAL,Current,PARENT,716 NORTHWEST AMELIA DRIVE ,716,,NORTHWEST,NW,,,,AMELIA,DRIVE,DR,,,,,97526,,{A19DB33A-A1CA-4994-8009-1FC9739FCBDF},,,GPGIS,7/1/2024 18:54:44,716,NORTHWEST AMELIA DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729167.969299999997020,5229521.801299996674061,-123.331214250000002,42.455927899999999
712 NW AMELIA DR,,Other,,712 NORTHWEST AMELIA DRIVE ,712,,NORTHWEST,NW,,,,AMELIA,DRIVE,DR,,,,,97526,,{3D135A3B-75CE-40EF-8443-C38EB5AD0594},,,GPGIS,7/1/2024 18:54:44,712,NORTHWEST AMELIA DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729137.822999998927116,5229527.292999997735023,-123.330943439999999,42.455964299999998
704 NW AMELIA DR,,Other,,704 NORTHWEST AMELIA DRIVE ,704,,NORTHWEST,NW,,,,AMELIA,DRIVE,DR,,,,,97526,,{FA481324-307B-46D6-A30B-F01D8AE0B5B6},,,GPGIS,7/1/2024 18:54:44,704,NORTHWEST AMELIA DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729101.793899999931455,5229516.963100001215935,-123.330619790000000,42.455895830000003
739 NW AMELIA DR,,Other,,739 NORTHWEST AMELIA DRIVE ,739,,NORTHWEST,NW,,,,AMELIA,DRIVE,DR,,,,,97526,,{C0E725D0-3C42-4D2D-9D25-D2DF5D016D28},,,GPGIS,7/1/2024 18:54:44,739,NORTHWEST AMELIA DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729277.418999999761581,5229472.224799998104572,-123.332197449999995,42.455599319999997
731 NW AMELIA DR,,Other,,731 NORTHWEST AMELIA DRIVE ,731,,NORTHWEST,NW,,,,AMELIA,DRIVE,DR,,,,,97526,,{673987D4-2732-43D4-862D-E7380A2E9561},,,GPGIS,7/1/2024 18:54:44,731,NORTHWEST AMELIA DRIVE,,"GRANTS PASS, OR 97526",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729229.036899998784065,5229471.895300000905991,-123.331762830000002,42.455597130000001
