LICENSENUMBER,ContactName,CompanyName,DBA,NumberOfEmployees,Location,CodeNumber,BusinessType,BUSINESSPHONE,OpenedDate,BLGLOBALENTITYEXTENSIONID,situs_addressline1,situs_addressline2,situs_addressline3,situs_predirection,situs_streettype,situs_postdirection,situs_unitorsuite,situs_city,situs_state,situs_postalcode,mailing_addressline1,mailing_addressline2,mailing_addressline3,mailing_predirection,mailing_streettype,mailing_postdirection,mailing_unitorsuite,mailing_city,mailing_state,mailing_postalcode,ISSUEDDATE,EXPIRATIONDATE
BTAX-042232-11-2025,TIMOTHY SCHAEFFER,SCHAEFFER CONSTRUCTION LLC,,3,Outside City Limits,238190,Contractor-General/Building Exterior,5414150158,11/4/2019 0:00,721f4753-8674-45ea-ac5f-2ad29850ff01,,,,,,,,,,,600,SCHUMACHER,,,ST,,,CAVE JUNCTION,OR,97523,11/7/2025 9:37,11/30/2026 9:37
BTAX-042415-12-2025,,JAMES O'GRADY,,1,Outside City Limits,238190,Contractor-General/Building Exterior,5416592159,11/20/2017 0:00,71c92bd3-bb2f-4264-b1ff-f0ea83a6fbd5,,,,,,,,,,,PO BOX 2491,,,,,,,CAVE JUNCTION,OR,97523,12/8/2025 12:52,12/31/2026 12:52
BTAX-042468-12-2025,RYLEY KRENUM,URBAN LEGEND SALON,,1,Inside City Limits,812112,Beauty Salon,7016094299,11/21/2022 0:00,d71e21cb-df6b-41f9-896c-70cd655074c0,203,BRIDGE,,SW,ST,, ,GRANTS PASS,OR,97526,123,TENNESSE VIEW,,,LN,,,CAVE JUNCTION,OR,97523,12/15/2025 12:49,12/31/2026 12:49
BTAX-042958-03-2026,TYRONE HOUCK,OREGON SOLARWORKS LLC,,3,Outside City Limits,238220,Solar Equipment Installation,5412990402,10/20/2017 0:00,775cc792-10f3-462c-9939-1f8eb7499020,4304,DICK GEORGE,,,RD,,,CAVE JUNCTION,OR,97523,PO BOX 2199,,,,,,,CAVE JUNCTION,OR,97523,3/12/2026 15:30,3/31/2027 15:30
BTAX-043253-05-2026,CORY DAVIS,DAVIS ROOFING AND CONSTRUCTION INC.,,3,Outside City Limits,238160,Roofing,4063811826,11/1/2023 0:00,010496f7-7b76-4469-a1f8-e5e2a7685967,265,SHADOWBROOK,,,DR,,,CAVE JUNCTION,OR,97523,265,SHADOWBROOK,,,DR,,,CAVE JUNCTION,OR,97523,5/8/2026 12:26,5/31/2027 12:26
BTAX-043257-05-2026,HARVEY CARON,HARVEY'S CONSTRUCTION LLC,,15,Outside City Limits,236118,Const-Residential Remodeler,5094401415,2/5/2020 0:00,6aa16aef-62e9-4767-b236-7400c72bdd30,,,,,,,,,,,PO BOX 2505,,,,,,,CAVE JUNCTION,OR,97523,5/8/2026 12:43,3/31/2027 12:43
BTAX-043270-05-2026,MARC SPAETH,SPAETH CONTRACTING LLC,,1,Inside City Limits,238190,Contractor-General/Building Exterior,5417271035,4/19/2018 0:00,65dd9f43-e6ef-4dab-bfc5-fd943c840250,601,FORKS,,E,CIR,,,CAVE JUNCTION,OR,97523,601,FORKS,,E,CIR,,,CAVE JUNCTION,OR,97523,5/12/2026 9:23,5/31/2027 9:23
BTAX-043841-07-2026,JAMES & LYNN  O'GRADY,JAMES & LYNN O'GRADY RENTALS  ,,2,Outside City Limits,531311,Property Management,5415924995,9/30/2002 0:00,80668CDE-28AD-4AB7-976D-1D49B47C5D29,,,,,,,,,,,PO BOX 2491,,,,,,,CAVE JUNCTION,OR,97523,7/16/2026 11:47,7/31/2027 11:47
BTAX-041170-08-2025,JULIA RYDEN,JULIA ANNE RYDEN LIVING TRUST,,1,Outside City Limits,531110,Rental Units/Landlord,5412185863,4/4/2016 0:00,bb14664b-e1a2-48a4-936c-3b4f65d031cb,,,,,,,,,,,PO BOX 3663,,,,,,,CENTRAL POINT,OR,97502,8/12/2025 10:15,8/31/2026 10:15
BTAX-041176-08-2025,NOE CORTES HERRERA,N & D HANDYMAN LABOR LLC,,2,Outside City Limits,541320,Landscaping Services,5416134943,5/22/2018 0:00,08a1df9a-704a-4993-8372-20a2c3fbf99d,,,,,,,,,,,1027,PITVIEW,,,AVE,,,CENTRAL POINT,OR,97502,8/12/2025 12:16,8/31/2026 12:16
BTAX-041181-08-2025,DAVID COOK,"DAVID W. COOK, INC        ",HOAG ROOFING,31,Outside City Limits,238160,Roofing,5417797743,9/18/1995 0:00,735B7276-1BB4-4E6F-8D79-A57FC2A0B070,,,,,,,,,,,842,ENTERPRISE,,,DR,,,CENTRAL POINT,OR,97502,8/12/2025 14:10,8/31/2026 14:10
BTAX-041230-08-2025,JASON  FEDERICO,FEDERICO VENTURES             ,DAIRY QUEEN,21,Inside City Limits,722513,Limited-Service Restaurant,5419417658,2/1/2006 0:00,B508CC18-7787-423F-9B7D-CAEF96EB99A4,610,REDWOOD,, ,HWY,, ,GRANTS PASS,OR,97527,9328,PUMICE,,,LN,,,CENTRAL POINT,OR,97502,8/14/2025 10:20,8/31/2026 10:20
BTAX-041351-08-2025,VERNON  ROBERTS,PACIFIC FIRE PROTECTION LLC   ,,3,Outside City Limits,238990,Contractor-Trade/Specialty,5416017627,9/18/2012 0:00,2928945B-44E3-4ECE-B094-501872427D33,,,,,,,,,,,PO BOX 5263,,,,,,,CENTRAL POINT,OR,97502,8/18/2025 16:26,8/31/2026 16:26
BTAX-041506-08-2025,JAIME SNYDER,MDS CONTRACTING LLC,,2,Outside City Limits,238190,Contractor-General/Building Exterior,5416603359,12/29/2017 0:00,72042441-2fc3-4f3a-8736-a610f6237564,,,,,,,,,,,4824,GLEN ECHO,,,WAY,,,CENTRAL POINT,OR,97502,8/22/2025 11:38,8/31/2026 11:38
BTAX-041524-08-2025,,JT ELECTRIC INC               ,,6,Outside City Limits,238210,Contractor-Electrical,5417345714,7/1/2001 0:00,80C72371-B48A-405E-86EE-405FB7EF30B2,,,,,,,,,,,4849,AIRWAY,,,DR,,SUITE 105,CENTRAL POINT,OR,97502,8/25/2025 10:22,8/31/2026 10:22
BTAX-041531-08-2025,,PRESSURE POINT ROOFING LLC,,4,Outside City Limits,238160,Roofing,5417721945,6/17/1991 0:00,F68A0C8A-A932-4B62-8C7D-B6868A0F796B,,,,,,,,,,,5235,RAINBOW,,,DR,,,CENTRAL POINT,OR,97502,8/25/2025 14:35,8/31/2026 14:35
BTAX-041653-09-2025,TED & PAULA  CHILDRESS,CHILDRESS ROOFING INC         ,,4,Outside City Limits,238160,Roofing,5416659889,7/28/2003 0:00,5B5B643F-8F37-4BE3-B726-061B9EC6D94A,,,,,,,,,,,6353,VENTURA,,,LN,,,CENTRAL POINT,OR,97502,9/5/2025 12:06,9/30/2026 12:06
BTAX-041741-09-2025,,CRATER ELECTRIC INC          ,,6,Outside City Limits,238210,Contractor-Electrical,5419448528,1/18/1997 0:00,7F6319E2-0DEA-4FF0-9357-88E09A142BC2,,,,,,,,,,,PO BOX 3562,,,,,,,CENTRAL POINT,OR,97502,9/12/2025 11:15,9/30/2026 11:15
BTAX-041743-09-2025,TRACY MALONE,CALCULATED COMFORT LLC,,12,Outside City Limits,238220,Contractor-HVAC Services,5416908391,10/24/2016 0:00,0642dee1-5cae-40d5-aa35-9109c41e24d1,,,,,,,,,,,4615,TABLE ROCK,,,RD,,,CENTRAL POINT,OR,97502,9/12/2025 11:55,9/30/2026 11:55
BTAX-041842-09-2025,ROBERT SHELMAN,ENGAGE ELECTRIC,,4,Outside City Limits,238210,Contractor-Electrical,5418217576,8/6/2018 0:00,86e833fb-67d1-423e-9416-3de5bea389c3,,,,,,,,,,,4706,TABLE ROCK,,,RD,,UNIT C,CENTRAL POINT,OR,97502,9/22/2025 12:57,9/30/2026 12:57
BTAX-041847-09-2025,WILLIE  GINGG,"SOUTHERN OREGON TREE CARE, LLC",,3,Outside City Limits,541990,Professional-Misc,5417720404,4/10/2007 0:00,C56B109F-80A9-4FB3-8641-5FA7D6D7D3EF,1564,GIBBON,,,RD,,,CENTRAL POINT,OR,97502,PO BOX 3815,,,,,,,CENTRAL POINT,OR,97502,9/22/2025 16:25,9/30/2026 16:25
BTAX-041897-09-2025,,VAN ROW MECH INC             ,,4,Outside City Limits,811111,Auto-General Repair,5415389119,6/29/2005 0:00,892C26DA-C93E-493A-B574-D94F75702B56,,,,,,,,,,,PO BOX 3813,,,,,,,CENTRAL POINT,OR,97502,9/29/2025 12:18,9/30/2026 12:18
BTAX-041951-10-2025,JAMES C & MARCIA A  LAVIA,CRATER MUSIC COMPANY LLC,,2,Outside City Limits,713110,Amusement/Theme Park,5416650011,7/1/1995 0:00,F7D02343-62A3-4D79-AE14-906C0E87CB4E,980,FRONT,,S,,,,CENTRAL POINT,OR,97502,PO BOX 3430,,,,,,,CENTRAL POINT,OR,97502,10/6/2025 15:50,9/30/2026 15:50
BTAX-041969-10-2025,,CENTRAL POINT ELECTRIC        ,,2,Outside City Limits,238210,Contractor-Electrical,5418268223,1/1/1999 0:00,8CD313AD-910D-46A1-969B-E9ADA0BACB34,,,,,,,,,,,PO BOX 5170,,,,,,,CENTRAL POINT,OR,97502,10/8/2025 9:37,10/31/2026 9:37
BTAX-041975-10-2025,BOB ISTWAN,MOTIVE ENERGY LLC,,3,Outside City Limits,423610,Retail-Misc Direct Selling Establishment,5414999778,9/14/2022 0:00,496853b3-43c5-4e8e-aa88-6b9cc9b72312,,,,,,,,,,,4642,TABLE ROCK RD,,,,,1,CENTRAL POINT,OR,97502,10/9/2025 12:47,10/31/2026 12:47
BTAX-041985-10-2025,RYAN DUNTSCH CRAIG SMITH,ROGUE RIVER DIST. INC         ,INTERSTATE BATTERIES,3,Inside City Limits,441330,Retail-Automotive Parts & Accessories,5416643417,12/4/2008 0:00,2832C00E-A3FF-4620-97FC-AF86D53CC9F2,824,E,,NE,ST,, ,GRANTS PASS,OR,97526,894,FRON,,S,ST,,,CENTRAL POINT,OR,97502,10/10/2025 10:31,10/31/2026 10:31
BTAX-042052-10-2025,SEAN KOSEN,COMPLETED ELECTRIC PLUS LLC,,1,Inside City Limits,238210,Contractor-Electrical,5416305018,7/21/2022 0:00,463f2b60-0274-4d6e-8e53-7053d8ccaa14,,,,,,,,,,,209,KINGS,,,WAY,,,CENTRAL POINT,OR,97502,10/17/2025 15:03,10/31/2026 15:03
BTAX-042086-10-2025,,LAWCO FIRE PROTECTION LLC    ,,4,Outside City Limits,238990,Contractor-Trade/Specialty,5416901631,7/21/2009 0:00,22D995EB-482A-40E0-8A31-B73A7234FF6A,,,,,,,,,,,5350,BOUNTY,,,LN,,,CENTRAL POINT,OR,97502,10/21/2025 9:20,10/31/2026 9:20
BTAX-042205-11-2025,CHRISTOPHER BAUMER,"BROOKS HEATING & AIR, LLC",,1,Outside City Limits,238220,Plumber,5412752215,8/11/2021 0:00,343bf516-dbb3-48b6-b3bb-2a3a13e4c937,,,,,,,,,,,PO BOX 5037,,,,,,,CENTRAL POINT,OR,97502,11/4/2025 11:06,10/31/2026 11:06
BTAX-042231-11-2025,WILLIAM CHRISTENSEN,"ALL PHAZE ELECTRIC, INC",,2,Outside City Limits,238210,Contractor-Electrical,5412041121,9/22/2022 0:00,8f3fefc8-6e76-45ce-8123-c3b8669a7420,,,,,,,,,,,103,APPLEWOOD,,,DR,,,CENTRAL POINT,OR,97502,11/7/2025 9:07,10/31/2026 9:07
BTAX-042292-11-2025,GRANT PUHL,RIVERLINE CONSTRUCTION,,6,Outside City Limits,238190,Contractor-General/Building Exterior,5417277334,3/11/2019 0:00,fef13a77-b893-4bb2-a487-be09a84b0d3e,,,,,,,,,,,4706,TABLE ROCK,,,RD,,STE E,CENTRAL POINT,OR,97502,11/17/2025 15:28,11/30/2026 15:28
BTAX-042301-11-2025,DIANE & CHRISTOPHER  WILLIAMS,PACWEST PLUMBING INC         ,,4,Outside City Limits,238220,Plumber,,1/16/2004 0:00,7FC30152-A050-4EEB-812D-EB3D3499C587,,,,,,,,,,,PO BOX 3967,,,,,,,CENTRAL POINT,OR,97502,11/18/2025 10:31,10/31/2026 10:31
BTAX-042305-11-2025,NATHAN BRANDES,BRANDES PLUMBING INC,,2,Outside City Limits,238220,Plumber,5419442240,7/1/2003 0:00,2ea79f85-567f-476a-b5ee-185ba546e082,,,,,,,,,,,4872,GRANT,,,RD,,,CENTRAL POINT,OR,97502,11/18/2025 11:59,11/30/2026 11:59
BTAX-042343-11-2025,RUSSELL & RANDY  SNEED,ACME FIRE & SAFETY INC        ,,4,Outside City Limits,561621,Security System Services,5417704050,11/16/2007 0:00,B366714A-4375-499A-BC4D-4151CD0D3A3B,,,,,,,,,,,6698,PONDEROSA     ,,,,,,CENTRAL POINT,OR,97502,11/24/2025 11:47,11/30/2026 11:47
BTAX-042680-01-2026,,"HUNTER COMMUNICATIONS & TECHNOLOGIES, LLC        ",,2,Inside City Limits,517112,Telecommunication-Wireless Carrier,5417729282,7/18/1997 0:00,789788C8-C6A4-44C3-8AC8-04E4D133DF91,624,J,,SE,ST,, ,GRANTS PASS,OR,97526,801,ENTERPRISE,,,DR,,,CENTRAL POINT,OR,97502,1/23/2026 10:11,1/31/2027 10:11
BTAX-042755-02-2026,WILLIAM & ENITA GEIGER,SENTINEL TECHNOLOGY LLC,,3,Outside City Limits,561621,Security System Services,5417738551,3/1/2015 0:00,1C8A6EBC-1AF3-491B-A15A-04840DFAF57A,,,,,,,,,,,6475,CRATER LAKE,,,HWY,,,CENTRAL POINT,OR,97502,2/6/2026 12:36,2/28/2027 12:36
BTAX-042986-03-2026,KIMBERLY JANAKES,ALL MECHANICAL PLUMBING SOLUTIONS INC.,,3,Outside City Limits,238220,Plumber,5417343236,12/24/2019 0:00,13e77e9f-9174-4577-a0cb-7def631d0b45,,,,,,,,,,,PO BOX 5468,,,,,,,CENTRAL POINT,OR,97502,3/17/2026 9:21,3/31/2027 9:21
BTAX-043036-03-2026,MIKE FLIPPO,MONKEY BUSINESS LANDSCAPE,,3,Outside City Limits,541320,Landscaping Services,5419738207,8/26/2019 0:00,9104b143-bd9c-448c-9cf9-2a575d5bfa8a,,,,,,,,,,,PO BOX 5168,,,,,,,CENTRAL POINT,OR,97502,3/27/2026 9:19,3/31/2027 9:19
BTAX-043096-04-2026,BOB  HOWARD,BOB HOWARD BUILDER            ,,1,Outside City Limits,238190,Contractor-General/Building Exterior,5417612495,2/26/1998 0:00,FD17C71A-851A-419C-9F90-285C45ACCC35,,,,,,,,,,,1245,ROCHELLE ,,,CT,,,CENTRAL POINT,OR,97502,4/7/2026 10:15,4/30/2027 10:15
BTAX-043111-04-2026,MATT STONE,STONE HEATING & AIR INC,,2,Outside City Limits,238220,Contractor-HVAC Services,5418555521,1/18/2019 0:00,c8c1516c-9db6-4398-9f96-6bf21cef24bf,,,,,,,,,,,5235,RAINBOW,,,DR,,,CENTRAL POINT,OR,97502,4/9/2026 10:50,4/30/2027 10:50
BTAX-043136-04-2026,GENE  HILL,MCDONALD'S OF GRANTS PASS     ,,48,Inside City Limits,722513,Limited-Service Restaurant,5417277727,4/28/2003 0:00,52CFDB95-770C-4332-AD72-CEF03CC3F3E2,1630,ALLEN CREEK,, ,RD,, ,GRANTS PASS,OR,97527,49,4TH,,S,ST,,,CENTRAL POINT,OR,97502,4/14/2026 15:11,3/31/2027 15:11
BTAX-043137-04-2026,GENE  HILL,MCDONALD'S OF GRANTS PASS #11214,,47,Inside City Limits,722513,Limited-Service Restaurant,5417277727,11/30/1989 0:00,DAB45E47-BEF6-434A-BAEE-9172093545B1,204,BEACON,,NE,DR,, ,GRANTS PASS,OR,97526,49,4TH,,S,ST,,,CENTRAL POINT,OR,97502,4/14/2026 15:15,3/31/2027 15:15
BTAX-043138-04-2026,GENE  HILL,MCDONALD'S OF GRANTS PASS #3318,,52,Inside City Limits,722513,Limited-Service Restaurant,5414796333,9/23/2009 0:00,D0B9ADDA-AEAB-4B2F-8893-FC6320DB9370,1891,6TH,,NE,ST,, ,GRANTS PASS,OR,97526,49,4TH,,S,ST,,,CENTRAL POINT,OR,97502,4/14/2026 15:17,3/31/2027 15:17
BTAX-043272-05-2026,Joby Sandoval,"FIRST RESPONSE RESTORATION SERVICES, INC.",,2,Outside City Limits,562112,Waste Collection-Hazardous,5416210911,9/1/2011 0:00,1F9838F7-693E-46FA-9CCC-BFB594A0669D,,,,,,,,,,,PO BOX 3323,,,,,,,CENTRAL POINT,OR,97502,5/12/2026 9:30,5/31/2027 9:30
BTAX-043361-06-2026,HARDEEP SINGH,DIVYA RESTAURANT LLC,,3,Inside City Limits,722511,Restaurant,5418547866,2/3/2020 0:00,b601624a-492d-4170-ba09-c2d8c16f9b3f,1644,N,,SE,ST,,6B,GRANTS PASS,OR,97526,2845,HANLEY,,,RD,,,CENTRAL POINT,OR,97502,6/1/2026 9:12,6/30/2027 9:12
BTAX-043470-06-2026,BRIAN MORSE,THE STICKER DUDE INC DBA THE SIGN DUDE,THE SIGN DUDE,1,Outside City Limits,238990,Sign Installation/Painting,5418582701,5/14/2019 0:00,7ba2dae6-5370-4c02-97e6-96e51fbc5333,,,,,,,,,,,PO BOX 3272,,,,,,,CENTRAL POINT,OR,97502,6/17/2026 9:10,6/30/2027 9:10
BTAX-043532-07-2026,NATHAN THORNTON,T3 ELECTRICAL & CONSTRUCTION LLC,,6,Outside City Limits,238210,Contractor-Electrical,5419515790,6/1/2019 0:00,84244ec2-f402-4fbe-bc93-591de96b92f7,,,,,,,,,,,PO BOX 3092,,,,,,,CENTRAL POINT,OR,97502,7/8/2026 10:15,5/31/2027 10:15
BTAX-043626-07-2026,SCOTT FRIESEN & ROSENDAHL,ADVANCED AIR & METAL INC      ,,2,Outside City Limits,238220,Contractor-HVAC Services,5417726866,6/1/1998 0:00,C9BD9F1E-5CC7-4D9D-A089-E0B47841A493,,,,,,,,,,,695,VILA,,E,RD,,,CENTRAL POINT,OR,97502,7/8/2026 12:24,7/31/2027 12:24
BTAX-043654-07-2026,GREGORY STEWART,GREENWAY SPRAY LLC,,3,Inside City Limits,561710,Pest Control,5416229949,4/10/2017 0:00,ad1076b9-0296-4498-96f8-6e256e079b1b,,,,,,,,,,,3155,OLD STAGE,,,RD,,,CENTRAL POINT,OR,97502,7/9/2026 11:28,7/31/2027 11:28
BTAX-043661-07-2026,LAWRENCE & JOYCE  MOORE,J & L MOORE PROPERTY MANAGEMENT LLC,,2,Outside City Limits,531311,Property Management,5416643187,6/1/2013 0:00,EAC26FE5-206D-4C2B-8D26-763DFED36E6B,,,,,,,,,,,5247,TERESA ,,,WAY,,,CENTRAL POINT,OR,97502,7/9/2026 12:20,7/31/2027 12:20
BTAX-043686-07-2026,AUGUST J & DINO E  PICOLLO,PICOLLO CONCRETE CONSTRUCTION ,,5,Outside City Limits,238110,Contractor-Concrete/Found/Structural,5418210713,11/1/1988 0:00,FB5EC4B7-3F8D-467D-AA03-746ECEBE057D,,,,,,,,,,,PO BOX 3515,,,,,,,CENTRAL POINT,OR,97502,7/10/2026 9:35,7/31/2027 9:35
BTAX-043688-07-2026,JIM & JODI  SALYER,MILL STREET MINI STORAGE      ,,4,Inside City Limits,493110,Storage & General Warehousing,5414792361,1/14/1997 0:00,6F9E62C3-5E08-4023-A290-3C34D5341983,696,J,,SE,ST,, ,GRANTS PASS,OR,97526,PO BOX 5420,,,,,,,CENTRAL POINT,OR,97502,7/10/2026 9:43,7/31/2027 9:43
BTAX-043713-07-2026,DEAN & CHADD  PURDY,PURDY CONSTRUCTION INC,,6,Outside City Limits,238110,Contractor-Concrete/Found/Structural,5418264473,7/9/2001 0:00,03366637-CC7F-4134-8211-D86B0349E681,,,,,,,,,,,2885,RANDAL,,,AVE,,,CENTRAL POINT,OR,97502,7/10/2026 12:09,7/31/2027 12:09
BTAX-043718-07-2026,,SPARTAN PLUMBING              ,,3,Outside City Limits,238220,Plumber,,6/16/2015 0:00,BFD5CE85-1807-4BC7-9A1A-77B372D0C214,,,,,,,,,,,PO BOX 3317,,,,,,,CENTRAL POINT,OR,97502,7/10/2026 12:34,7/31/2027 12:34
BTAX-043742-07-2026,JASON  FEDERICO,FEDERICO VENTURES             ,DAIRY QUEEN,19,Inside City Limits,722513,Limited-Service Restaurant,5414768282,1/1/1997 0:00,844E4ACB-EC6F-401D-BA56-9B563E132769,1674,6TH,,NW,ST,, ,GRANTS PASS,OR,97526,9328,PUMICE,,,LN,,,CENTRAL POINT,OR,97502,7/13/2026 14:49,7/31/2027 14:49
BTAX-043747-07-2026,STEVE  RIETMANN,QUALITY FENCE COMPANY         ,RELIABLE ELECTRIC,12,Inside City Limits,238190,Contractor-General/Building Exterior,5414798052,2/6/2008 0:00,D54B210F-EDAA-461F-8949-802DC2F5CF1A,180,MCDONALD ,,,LN,,,GRANTS PASS,OR,97527,PO BOX 3985,,,,,,,CENTRAL POINT,OR,97502,7/14/2026 9:45,7/31/2027 9:45
BTAX-043755-07-2026,RANDY DAVIS,INTELECTRIC,,1,Inside City Limits,238210,Contractor-Electrical,5417272593,9/28/2018 0:00,b867772a-5025-4c64-b17d-87808d362a58,,,,,,,,,,,PO BOX 3176,,,,,,,CENTRAL POINT,OR,97502,7/14/2026 11:02,6/30/2027 11:02
BTAX-043812-07-2026,DAVID  BATTY,DAVID BATTY                   ,,1,Outside City Limits,531110,Rental Units/Landlord,5416643187,6/1/2013 0:00,4C856BD1-C6EB-4FCF-8839-1A9CE14F48FA,,,,,,,,,,,5247,TERESA ,,,WAY,,,CENTRAL POINT,OR,97502,7/15/2026 10:14,7/31/2027 10:14
BTAX-041728-09-2025,,DOLLAR TREE STORES INC #2945 ,,27,Inside City Limits,455219,Retail-Misc Direct Selling Establishment,5414791777,10/18/2006 0:00,584C8F22-204D-4CFF-8BCE-F54F9442F5F7,320,AGNESS,,NE,AVE,,,GRANTS PASS,OR,97526,500,VOLVO,,,PKWY,,,CHESAPEAKE,VA,23320,9/10/2025 14:32,8/31/2026 14:32
BTAX-043034-03-2026,,DOLLAR TREE STORES #1370      ,,13,Inside City Limits,455219,Retail-General Merchandise ,5414740434,10/25/1993 0:00,960D11EC-2409-4E45-92AE-89E3D4F24419,1200,6TH,,NW,ST,, ,GRANTS PASS,OR,97526,500,VOLVO,,,PKWY,,,CHESAPEAKE,VA,23320,3/26/2026 12:34,3/31/2027 12:34
BTAX-043444-06-2026,BRADLEY BARROTT,BIG DOG RENEWABLE ENERGY LLC,,1,Outside City Limits,238990,Contractor-Trade/Specialty,2082423352,5/5/2020 0:00,7e77f0eb-daeb-400b-a087-18dc2759084a,620,PHEASANT RIDGE,,,DR,,,CHUBBUCK,ID,83202,620,PHEASANT RIDGE ,,,DR,,,CHUBBUCK,ID,83202,6/12/2026 14:28,6/30/2027 14:28
BTAX-041160-08-2025,,FIRST STUDENT                 ,,70,Inside City Limits,485113,Transportation-Bus System,5414767733,7/18/1994 0:00,D53CE9D6-5BB6-4CFA-9C45-5E29BA4520F8,126,RINGUETTE,, ,ST,, ,GRANTS PASS,OR,97527,191,ROSA PARKS ST,8TH FLOOR - TAX DEPT,,,,,CINCINNATI,OH,45202,8/14/2025 16:09,8/31/2026 16:09
BTAX-042561-01-2026,,THE HILLMAN GROUP INC,(INSIDE WALMART),1,Inside City Limits,424210,Vending Machine Operator,5138514900,6/8/2010 0:00,faee47ea-8bbf-4fd8-8245-8ff53c406666,135,TERRY,,NE,LN,, ,GRANTS PASS,OR,97526,1280,KEMPER MEADOW,,,RD,,ATTN: JOE VOGEL,CINCINNATI,OH,45240,1/5/2026 14:22,12/31/2026 14:22
BTAX-042739-02-2026,JOHN CASSAR,RICK'S MEDICAL SUPPLY,,11,Inside City Limits,423450,Medical Equipment and Supplies Merchant,8882602550,12/1/2021 0:00,842976ff-1048-4ffe-93d9-2afa612d80b6,1610,7TH,,NE,ST,, ,GRANTS PASS,OR,97526,16017,VALLEY,,,BLVD,,,CITY OF INDUSTRY,CA,91744,2/10/2026 14:49,2/28/2027 14:49
BTAX-041228-08-2025,BRYAN BITTICKS,TAMBRY VENTURES SOUTH OREGON LLC,GREAT CLIPS,6,Inside City Limits,812112,Beauty Salon,5419569200,7/19/2004 0:00,FCFE590E-15AB-4B8D-BE8B-355E04A7B099,1610,ALLEN CREEK,, ,RD,,,GRANTS PASS,OR,97527,12042,SUNNYSIDE,,SE,RD,,2112,CLACKAMAS,OR,97015,8/14/2025 9:30,8/31/2026 9:30
BTAX-041236-08-2025,BRYAN BITTICKS,TAMBRY VENTURES SOUTH OREGON LLC,GREAT CLIPS,6,Inside City Limits,812112,Beauty Salon,5419569200,7/1/2019 0:00,0c145a54-087c-460b-9ea0-b8550af435e3,211,TERRY,,NE,LN,,SUITE B,GRANTS PASS,OR,97526,12042,SUNNYSIDE,,SE,RD,,2112,CLACKAMAS,OR,97015,8/14/2025 10:43,8/31/2026 10:43
BTAX-042002-10-2025,,OREGON BEVERAGE RECYCLING COOPERATIVE,BOTTLE DROP REDEMPTION CENTER,8,Inside City Limits,541990,Professional-Misc,5032222266,7/1/2016 0:00,68911959-1946-4f9c-9d58-c9b171b645a9,1040,ROGUE RIVER,, ,HWY,, ,GRANTS PASS,OR,97527,17300,120TH,,SE,AVE,,,CLACKAMAS,OR,97015,10/14/2025 12:18,10/31/2026 12:18
BTAX-043116-04-2026,,MASTEC NETWORK SOLUTIONS LLC,,3,Outside City Limits,238190,Contractor-General/Building Exterior,5032019751,12/16/2016 0:00,ae46413a-6762-4f45-9ea5-9e34d13f3d0c,,,,,,,,,,,14400,INDUSTRIAL,,SE,WAY,,,CLACKAMAS,OR,97015,4/15/2026 10:25,4/30/2027 10:25
BTAX-041060-08-2025,,"CAPITOL DENTAL GROUP, P.C.",GENTLE DENTAL GRANTS PASS,22,Inside City Limits,621210,Medical-Dentist,8664418538,4/1/2011 0:00,2200802F-35EF-4B85-9FC4-444AED0B0D2F,1519,F,,NE,ST,,,GRANTS PASS,OR,97526,120,CENTRAL,,S,AVE,,STE 400,CLAYTON,MO,63105,8/1/2025 10:18,8/31/2026 10:18
BTAX-042000-10-2025,GEORGE SAKELLARIS,"AMERESCO, INC.",,2,Outside City Limits,238220,Solar Equipment Installation,5086612200,9/4/2020 0:00,01cd28cc-51ab-4f44-8654-205402d23b11,,,,,,,,,,,120,CENTRAL,,S,AVE,,SUITE 400,CLAYTON,MO,63105,10/14/2025 9:22,10/31/2026 9:22
BTAX-043866-07-2026,,LINCARE INC                   ,,2,Inside City Limits,423450,Medical Equipment and Supplies Merchant,5417732211,5/27/1998 0:00,A5F78010-A016-43C3-998B-AA65489DABE9,3263,BIDDLE,,,RD,,,MEDFORD,OR,97504,ATTN: TAX DEPT,,PO BOX 9004,,,,,CLEARWATER,FL,33758,7/20/2026 11:20,7/31/2027 11:20
BTAX-041104-08-2025,,THE SHERWIN-WILLIAMS COMPANY #8192,,6,Inside City Limits,444120,Retail-Paint & Wallpaper,5414745985,11/27/2006 0:00,419F2636-5CF7-4100-8770-2F4EB33193CC,1072,ROGUE RIVER,, ,HWY,,,GRANTS PASS,OR,97527,PO BOX 6027,TAX DEPT #8192,,,,,,CLEVELAND,OH,44101,8/5/2025 15:06,8/31/2026 15:06
BTAX-041672-09-2025,INC  ELWOOD STAFFING SERVICES,ELWOOD STAFFING SERVICES INC ,,4,Outside City Limits,561330,Professional Employer Organization,8123726200,1/1/1997 0:00,C8F0524D-1480-4971-B27A-FD70EAFB4786,2368,CRATER LAKE,,,AVE,,,MEDFORD,OR,97504,PO BOX 1024,,,,,,,COLUMBUS,IN,47202,9/8/2025 10:22,9/30/2026 10:22
